,Date,SOURCEURL,AvgTone,N_label,Label
1135,2020-07-08,https://www.reuters.com/article/us-usa-court-booking/bookingcom-wins-at-us-supreme-court-in-bid-to-trademark-its-name-idUSKBN2412EG,0.11807456037731,4.0,Competitive_Behavior
1136,2020-07-08,https://www.natlawreview.com/article/us-supreme-court-allows-bookingcom-to-register-its-domain-name-trademark,-1.4906988258721998,4.0,Competitive_Behavior
1137,2020-07-09,https://www.natlawreview.com/article/us-supreme-court-rules-bookingcom-can-be-registered-trademark,-1.6352038932659,4.0,Competitive_Behavior
1138,2020-07-09,https://www.adweek.com/agencies/how-booking-com-trademark-case-supreme-court-win/,-0.438166546855505,4.0,Competitive_Behavior
1139,2020-07-09,https://www.natlawreview.com/article/us-supreme-court-finds-bookingcom-registrable-leading-to-potential-growth-genericcom,1.17403314917127,4.0,Competitive_Behavior
1140,2020-07-10,https://www.jdsupra.com/legalnews/the-u-s-supreme-court-finds-booking-com-91318/,1.75657062020699,1.0,Data_Security
1141,2020-07-10,https://www.jdsupra.com/legalnews/us-supreme-court-rules-booking-com-can-27029/,1.30674002751031,4.0,Competitive_Behavior
1142,2020-07-11,https://thepointsguy.com/guide/booking-com-genius-loyalty-programme/,8.87512899896801,4.0,Competitive_Behavior
1143,2020-07-15,https://www.natlawreview.com/article/booking-generic-bookingcom-registerable-trademark,1.69109357384442,4.0,Competitive_Behavior
1144,2020-07-15,https://www.natlawreview.com/article/supreme-court-bookingcom-can-be-registered-trademark,1.58132530120482,4.0,Competitive_Behavior
1145,2020-07-17,https://www.jdsupra.com/legalnews/supreme-court-booking-com-can-be-72293/,1.6666666666666698,4.0,Competitive_Behavior
1146,2020-08-04,https://skift.com/2020/08/04/booking-com-restructuring-will-pare-its-workforce-by-up-to-25-percent/,-1.45488588196678,8.0,Employee_Engagement_Inclusion_And_Diversity
1147,2020-08-04,https://www.reuters.com/article/us-booking-hldg-jobs/booking-com-wants-to-lay-off-a-quarter-of-its-staff-nrc-handelsblad-idUSKCN2501A5,-0.664541678740463,9.0,Employee_Health_And_Safety
1148,2020-08-04,https://finance.yahoo.com/news/booking-com-restructuring-pare-workforce-093118170.html,-1.80995475113122,18.0,Systemic_Risk_Management
1150,2020-08-04,https://www.680news.com/2020/08/04/booking-com-cuts-workforce-by-thousands-as-travel-atrophies/,-3.26257072494543,18.0,Systemic_Risk_Management
1151,2020-08-04,https://www.ibtimes.com/bookingcom-cut-25-workforce-travel-demand-drops-3022316,-2.23048327137547,9.0,Employee_Health_And_Safety
1152,2020-08-04,https://www.washingtontimes.com/news/2020/aug/4/bookingcom-cuts-workforce-by-thousands-as-travel-a/,-3.3210332103321005,18.0,Systemic_Risk_Management
1153,2020-08-04,https://www.foxbusiness.com/lifestyle/travel-booking-com-laying-off-staff,-4.4,11.0,Labor_Practices
1154,2020-08-05,https://skift.com/2020/08/05/booking-com-relaunches-a-scaled-down-attractions-vertical-powered-by-tuis-musement/,5.41044776119403,4.0,Competitive_Behavior
1155,2020-08-05,https://www.wmal.com/2020/08/04/booking-com-cuts-workforce-by-thousands-as-travel-shrinks/,-4.00490398386611,18.0,Systemic_Risk_Management
1157,2020-08-08,https://skift.com/2020/08/08/booking-coms-deep-cuts-and-12-other-coronavirus-travel-stories-this-week/,-0.14880952380953,18.0,Systemic_Risk_Management
1158,2020-08-12,https://uk.news.yahoo.com/booking-com-cuts-workforce-thousands-155048462.html,-3.4615384615384603,18.0,Systemic_Risk_Management
1159,2020-08-22,https://www.internationallawoffice.com/Newsletters/Intellectual-Property/USA/Venable-LLP/Supreme-Court-lets-Bookingcom-reserve-its-brand-genericcom-terms-can-now-be-registered-as-trademarks,-0.22271714922049,4.0,Competitive_Behavior
1160,2020-08-30,https://thepeninsulaqatar.com/article/30/08/2020/QNB-announces-new-strategic-partnership-with-Booking.com,6.3636363636363695,22.0,Customer_Privacy
1161,2020-08-31,http://7thspace.com/headlines/1293244/hong_kong__govt_follows_up_booking_complaints.html,-4.44444444444444,1.0,Data_Security
1162,2020-09-08,https://www.independent.ie/business/world/ryanair-sues-bookingcom-in-us-for-alleged-screen-scraping-39512227.html,-5.12820512820513,4.0,Competitive_Behavior
1163,2020-09-10,https://www.geekwire.com/2020/travel-giant-booking-com-close-seattle-area-office-slash-235-jobs/,-2.59067357512953,11.0,Labor_Practices
1164,2020-09-10,https://www.cambridge-news.co.uk/news/cambridge-news/live-updates-bookingcom-jobs-cambridge-18908636,-3.85756676557864,18.0,Systemic_Risk_Management
1166,2020-09-25,https://www.newshub.co.nz/home/travel/2020/09/whakapapa-village-revealed-as-new-zealand-s-top-trending-winter-destination-in-2020-on-booking-com.html,2.98013245033113,3.0,Business_Model_Resilience
1167,2020-09-25,https://www.lrt.lt/en/news-in-english/19/1240182/over-half-of-lithuania-s-booking-com-rentals-operate-illegally,-1.6835016835016798,12.0,Management_Of_Legal_And_Regulatory_Framework
1168,2020-10-01,https://www.theepochtimes.com/booking-com-co-founder-creates-all-australian-ppe-mask_3519696.html,0.1524390243902399,9.0,Employee_Health_And_Safety
1169,2020-10-26,https://www.telegraph.co.uk/technology/2020/10/26/planned-eu-digital-crackdown-will-hobble-bookingcom-boss-says/,-4.83870967741936,4.0,Competitive_Behavior
1170,2020-10-28,https://www.msn.com/en-in/travel/news/what-will-be-the-future-of-travel-booking-com-research-reveals-interesting-details-about-indian-travellers/ar-BB1atD0h?%25252525252525252525252525253Bpfr=1,2.3319615912208502,18.0,Systemic_Risk_Management
1173,2020-11-17,https://www.booking.com/attractions/es/prchhy1gre0x-caminito-del-rey-premium-tour.html,3.73831775700934,3.0,Business_Model_Resilience
1174,2020-11-19,https://www.cambridge-news.co.uk/news/cambridge-news/booking-com-job-cuts-cambridge-19295489,-0.8403361344537901,11.0,Labor_Practices
1175,2020-11-19,https://www.booking.com/attractions/es/prsgo3t7mqmh-altamira-and-santillana-del-mar-half-day-trip.html,2.65486725663717,9.0,Employee_Health_And_Safety
1176,2020-11-19,https://www.booking.com/attractions/ru/prqdgqzj4oj2-private-tour-of-lefkadia-winery-from-krasnodar.html,2.04081632653061,15.0,Product_Design_And_Lifecycle_Management
1177,2020-11-20,https://www.booking.com/attractions/om/prficexqghbw-half-day-4x4-private-tour-in-oman-with-lunch.html,0.6993006993006999,20.0,Water_And_Wastewater_Management
1178,2020-11-22,https://www.telegraph.co.uk/technology/2020/11/22/bookingcom-boss-brussels-hampering-europes-tech-ambitions/,-3.06345733041576,12.0,Management_Of_Legal_And_Regulatory_Framework
1180,2020-11-24,https://www.courthousenews.com/booking-com-loses-appeal-over-hotel-case-in-germany/,-3.8269550748752006,4.0,Competitive_Behavior
1181,2020-11-25,https://www.booking.com/attractions/si/pro5nlhpzudz-prekmurje-day-tour.html,3.05343511450382,15.0,Product_Design_And_Lifecycle_Management
1183,2020-11-25,https://www.booking.com/attractions/is/pry2y0n0cmh7-private-tour-to-thorsmork-valley-and-eyjafjallajokull.html,2.9761904761904705,10.0,Human_Rights_And_Community_Relations
1184,2020-11-26,https://www.booking.com/attractions/qa/proyno6n2xgv-half-day-city-tour.html,4.76190476190477,12.0,Management_Of_Legal_And_Regulatory_Framework
1185,2020-11-26,https://www.booking.com/attractions/qa/prq09vztpooi-doha-museums-half-day-tour.html,4.43037974683544,19.0,Waste_And_Hazardous_Materials_Management
1186,2020-11-27,http://www.msn.com/en-us/travel/tips/black-friday-2020-travel-sales-deals-on-expedia-booking-com-and-more/ar-BB1bpdVz,3.67504835589942,9.0,Employee_Health_And_Safety
1187,2020-11-27,https://www.booking.com/attractions/is/prsvqkyim31k-snaefellsnes-peninsula-private-tour.html,3.24675324675325,12.0,Management_Of_Legal_And_Regulatory_Framework
1188,2020-11-27,https://www.booking.com/attractions/ma/prvhzttv4wxo-full-day-trip-to-essaouira.html,2.25563909774436,3.0,Business_Model_Resilience
1190,2020-12-01,https://www.booking.com/attractions/us/pr8788rabmau-las-vegas-car-tour.html,4.13793103448276,3.0,Business_Model_Resilience
1191,2020-12-04,https://www.cambridge-news.co.uk/news/cambridge-news/ex-bookingcom-employees-shocked-redundancy-19386365,-3.3794162826420897,0.0,Business_Ethics
1193,2020-12-18,https://www.mondaq.com/trademark/1017654/bookingcom-an-example-of-domain-name-marks-acquiring-distinctiveness-in-thailand,3.33796940194714,4.0,Competitive_Behavior
1194,2020-12-21,https://www.reuters.com/article/us-booking-hldg-russia/russia-accuses-booking-com-of-violating-competition-law-idUSKBN28V2BL,-4.0160515672396295,4.0,Competitive_Behavior
1195,2020-12-22,https://skift.com/2020/12/22/russia-accuses-booking-com-of-anticompetitive-practices/,-4.43037974683545,4.0,Competitive_Behavior
1196,2020-12-23,https://www.pakwheels.com/blog/proton-pakistan-takes-action-on-x70-booking-complaints/,-0.91463414634147,12.0,Management_Of_Legal_And_Regulatory_Framework
1197,2020-12-23,https://vermontbiz.com/news/2020/december/23/vermont-leads-multi-state-investigation-hotel-booking-company%E2%80%99s-2017-data,-2.0671834625323,1.0,Data_Security
1198,2021-01-05,https://www.booking.com/attractions/ma/prfsik1us60l-volubilis-and-meknes-day-tour-from-fes.html,2.42424242424242,19.0,Waste_And_Hazardous_Materials_Management
1199,2021-01-07,https://www.booking.com/attractions/cz/prl9y07hka0s-bohemian-saxon-switzerland-day-trip-with-hiking.html,-0.65359477124183,15.0,Product_Design_And_Lifecycle_Management
