,Date,SOURCEURL,AvgTone,N_label,Label
956,2019-01-16,https://news.gtp.gr/2019/01/15/cretes-elianthos-villas-once-again-wins-guest-review-award-by-booking-com/,6.93069306930694,12.0,Management_Of_Legal_And_Regulatory_Framework
957,2019-01-24,https://www.thewestonmercury.co.uk/news/weston-super-mare-rated-one-of-the-top-10-most-welcoming-destinations-by-booking-com-1-5864020,11.377245508982,15.0,Product_Design_And_Lifecycle_Management
958,2019-01-24,https://www.biznews.com/wef/2019/01/24/booking-com-vp-upbeat-africa-travel-market,1.64609053497942,3.0,Business_Model_Resilience
959,2019-02-01,https://www.breitbart.com/middle-east/2019/01/30/soros-funded-ngo-uses-disputed-claims-to-demand-tripadvisor-booking-com-boycott-israeli-settlements/,-2.16894977168949,10.0,Human_Rights_And_Community_Relations
960,2019-02-06,https://www.independent.co.uk/news/business/comment/cma-hotel-booking-sites-expedia-bookingcom-agoda-hotelscom-ebookers-trivago-price-comparison-sites-a8765726.html,-4.027420736932299,4.0,Competitive_Behavior
961,2019-02-11,https://www.smh.com.au/business/consumer-affairs/hotel-booking-company-leaves-honeymooners-high-and-dry-20190208-p50wik.html,0.2854940358648919,12.0,Management_Of_Legal_And_Regulatory_Framework
962,2019-02-18,https://www.thisdaylive.com/index.php/2019/02/15/uefa-investigating-sergio-ramos-over-booking-comments/,-2.02898550724638,0.0,Business_Ethics
963,2019-02-18,https://ipkitten.blogspot.com/2019/02/bookingcom-when-does-adding-generic-tld.html,0.304627649146567,4.0,Competitive_Behavior
964,2019-02-22,https://www.stuff.co.nz/business/110797961/bookingcom-removes-listing-for-property-where-hidden-camera-found,-1.76678445229682,1.0,Data_Security
965,2019-02-22,https://www.xpatloop.com/channels/2019/02/gvh-investigates-booking.com-in-hungary.html,-1.37424313964112,0.0,Business_Ethics
966,2019-03-01,https://www.telecompaper.com/news/orange-egypt-signs-mou-with-bus-booking-company-swvl--1282841,2.56410256410256,1.0,Data_Security
969,2019-03-06,https://www.moneycontrol.com/news/business/india-among-top-five-markets-for-booking-com-3615921.html,1.18577075098814,18.0,Systemic_Risk_Management
970,2019-03-06,http://hillpost.in/2019/03/chamba-startup-notonmap-among-worlds-top-10-on-booking-com-listing/111449/,2.66075388026607,3.0,Business_Model_Resilience
971,2019-03-07,https://www.financialexpress.com/industry/interview-we-dont-control-pricing-of-properties-says-booking-com-vp/1508766/,3.52564102564103,3.0,Business_Model_Resilience
972,2019-03-08,http://hillpost.in/2019/03/chamba-startup-notonmap-among-worlds-top-10-on-booking-com-listing/111449/comment-page-1/,2.66075388026607,3.0,Business_Model_Resilience
973,2019-03-14,https://www.campaignlive.co.uk/article/direct-line-eve-sleep-bookingcom-bridged-brand-vs-performance-divide/1579137,-0.43715846994535,4.0,Competitive_Behavior
974,2019-04-11,http://www.eglobaltravelmedia.com.au/booking-com-checks-in-on-the-unique-accommodation-trend-and-uncovers-that-when-it-comes-to-hosting-its-all-about-striking-the-perfect-balance-2/,5.45267489711934,9.0,Employee_Health_And_Safety
975,2019-04-12,https://www.traveldailymedia.com/booking-com-expedia-and-rakuten-offices-probed-by-japan-fair-trade-commission/,-4.46454911163258,4.0,Competitive_Behavior
976,2019-04-24,https://commercialobserver.com/2019/04/booking-com-designs-nyc-themed-offices-at-28-liberty/,1.38248847926267,8.0,Employee_Engagement_Inclusion_And_Diversity
977,2019-04-26,https://www.placenorthwest.co.uk/news/work-starts-on-booking-com-hq-at-st-johns/,3.5502958579881696,3.0,Business_Model_Resilience
978,2019-04-26,https://www.manchestereveningnews.co.uk/business/business-news/work-officially-starts-bookingcoms-100m-16181658,1.4451482484594,3.0,Business_Model_Resilience
979,2019-04-29,https://www.c-mw.net/american-express-gbt-opens-up-more-inventory-via-booking-com/,-0.084134351583816,6.0,Customer_Welfare
983,2019-05-02,https://www.booking.com/hotel/bh/the-diplomat-radisson-sas.en-gb.html,6.122448979591839,0.0,Business_Ethics
984,2019-05-02,https://www.inlander.com/spokane/local-booking-company-monumental-shows-turns-10-bands-team-up-to-raise-money-for-hope-house/Content?oid=17540159,0.7496251874063,3.0,Business_Model_Resilience
985,2019-05-11,https://www.financialexpress.com/industry/sme/this-is-the-only-indian-startup-that-won-grant-from-booking-coms-global-accelerator/1575373/,6.478873239436621,10.0,Human_Rights_And_Community_Relations
986,2019-05-13,https://yourstory.com:443/2019/05/india-top-travel-market-booking-com,2.49110320284697,15.0,Product_Design_And_Lifecycle_Management
987,2019-05-14,https://yourstory.com/2019/05/india-top-travel-market-booking-com,2.57009345794392,15.0,Product_Design_And_Lifecycle_Management
988,2019-05-19,https://www.cnet.com/news/laura-dern-and-booking-com-join-up-to-celebrate-young-women-coders/,3.87323943661972,8.0,Employee_Engagement_Inclusion_And_Diversity
989,2019-05-22,https://yourstory.com/2019/05/ram-papatla-booking-com-flipkart-amazon,0.26350461133069,3.0,Business_Model_Resilience
991,2019-05-24,https://nypost.com/2019/05/24/booking-com-is-cracking-down-on-hotel-resort-fees/,-2.54424778761062,12.0,Management_Of_Legal_And_Regulatory_Framework
992,2019-05-27,https://asia.nikkei.com/Business/Companies/Expedia-Booking.com-warn-AirAsia-of-turbulence-in-online-travel-plan,1.3235294117647,18.0,Systemic_Risk_Management
993,2019-05-28,https://www.business-standard.com/article/pti-stories/india-among-fastest-growing-alternative-accommodation-markets-for-booking-com-119052800204_1.html,2.8670771952505696,9.0,Employee_Health_And_Safety
994,2019-06-14,https://www.thedrum.com/news/2019/06/14/huawei-users-suddenly-issued-lock-screen-ads-bookingcom,-2.13675213675214,4.0,Competitive_Behavior
995,2019-06-20,https://www.thedrum.com/news/2019/06/20/bookingcom-promotes-women-tech-with-350k-scholarship-and-code-thon-hosted-laura-dern,7.1839080459770095,8.0,Employee_Engagement_Inclusion_And_Diversity
996,2019-06-21,https://www.dailymail.co.uk/news/article-7159229/Half-built-hotel-Mother-daughters-turn-Booking-com-hotel-RUIN.html,0.1953125,9.0,Employee_Health_And_Safety
997,2019-06-23,https://www.dailymail.co.uk/news/article-7171797/Booking-com-Israel-trip-mother-daughter-wrecked-accommodation-turns-ruin.html,0.19569471624266,9.0,Employee_Health_And_Safety
998,2019-06-24,https://hillpost.in/2019/03/chamba-startup-notonmap-among-worlds-top-10-on-booking-com-listing/111449/,2.43362831858408,3.0,Business_Model_Resilience
999,2019-06-24,http://www.travelweekly.com.au/article/tourist-gets-airbnb-booking-com-host-banned-using-racial-slurs/,-3.46820809248554,8.0,Employee_Engagement_Inclusion_And_Diversity
1000,2019-06-25,https://www.dailymail.co.uk/news/article-7179945/Miami-vacation-condo-removed-Booking-com-Airbnb-owner-goes-shocking-racist-tirade.html,-0.1101321585903099,0.0,Business_Ethics
1001,2019-06-28,https://www.cieonline.co.uk/booking-com-and-tomtom-committed-to-getting-more-women-into-tech-roles/,-0.894506775433777,8.0,Employee_Engagement_Inclusion_And_Diversity
1002,2019-07-03,https://www.jdsupra.com/legalnews/the-recent-booking-com-judgment-in-25463/,-1.70616113744076,4.0,Competitive_Behavior
1003,2019-07-04,https://www.worldofbuzz.com/msian-girl-shockingly-finds-hidden-camera-in-portugal-accommodation-she-booked-via-booking-com/,-1.58102766798419,9.0,Employee_Health_And_Safety
1004,2019-07-18,"http://www.jamaicaobserver.com/latestnews/_Cbean_hoteliers_reject_Booking.com_commissions_as_grossly_unfair,_regressive?profile=1228",-2.42537313432836,12.0,Management_Of_Legal_And_Regulatory_Framework
1005,2019-07-25,https://en.globes.co.il/en/article-court-rules-bookingcom-can-be-sued-in-israel-1001294967,-0.69848661233993,22.0,Customer_Privacy
1006,2019-07-28,https://lovinmalta.com/news/one-of-maltas-best-rated-accommodations-on-booking-com-doesnt-actually-have-a-permit/,1.7811704834605602,23.0,Ecological_Impacts
1007,2019-08-01,http://famagusta-gazette.com/2019/08/01/news-analysis-italy-hits-hotel-site-booking-com-with-past-due-tax-bill-for-350-mln-euros/,-6.52591170825336,12.0,Management_Of_Legal_And_Regulatory_Framework
1008,2019-08-07,http://www.travelweekly.com.au/article/booking-com-gives-aussies-chance-stay-giant-avocado-day/,4.23452768729641,6.0,Customer_Welfare
1009,2019-08-08,https://www.cnbc.com/2019/08/08/bookingcom-is-shifting-some-of-its-google-spending-to-tv-ads.html,0.65217391304348,4.0,Competitive_Behavior
1010,2019-08-09,https://www.mediapost.com/publications/article/339127/bookingcom-argues-its-entitled-to-trademark.html,1.14285714285714,4.0,Competitive_Behavior
1011,2019-08-22,https://www.thesun.co.uk/news/9773296/girls-arrive-scam-villa-bookingcom-wasteland/,-0.6329113924050601,17.0,Supply_Chain_Management
1012,2019-08-30,http://www.travelweekly.com.au/article/booking-com-entertains-travellers-in-giant-sandcastle-gives-it-cringeworthy-name/,3.79746835443038,23.0,Ecological_Impacts
1013,2019-09-06,http://articles.economictimes.indiatimes.com/magazines/panache/booking-com-boss-gillian-tanss-advice-for-women-take-risks-dont-be-afraid-to-fail/articleshow/71006371.cms,0.0,6.0,Customer_Welfare
1014,2019-09-15,https://whnt.com/2019/09/15/consumers-lose-hundreds-of-dollars-to-booking-com-impostors/,-1.72084130019121,0.0,Business_Ethics
1015,2019-09-18,https://www.gadsdentimes.com/news/20190917/county-discusses-x-ray-scanner-that-could-improve-booking-combat-contraband-at-jail,-0.64935064935065,1.0,Data_Security
1016,2019-09-18,https://news.gtp.gr/2019/09/18/greek-hoteliers-odds-booking-com-commission-policy/,-1.9559902200489,12.0,Management_Of_Legal_And_Regulatory_Framework
1018,2019-09-19,https://www.dailymail.co.uk/news/article-7479557/Travel-website-Booking-com-accused-consumer-group-flouting-rules-against-hard-selling.html,-2.18333929311846,4.0,Competitive_Behavior
1020,2019-09-20,https://cheddar.com/media/booking-com-ceo-angers-hoteliers-in-defending-new-commission-policy,-3.4375,12.0,Management_Of_Legal_And_Regulatory_Framework
1021,2019-09-23,http://business-review.eu/business/romanian-government-tries-to-block-airbnb-and-booking-com-businesses-through-new-regulation-204895,-5.30973451327434,22.0,Customer_Privacy
1022,2019-10-01,https://www.finanznachrichten.de/nachrichten-2019-10/47803552-booking-com-opens-nominations-for-its-2020-technology-playmaker-awards-008.htm,8.22220219859434,8.0,Employee_Engagement_Inclusion_And_Diversity
1023,2019-10-04,https://www.cbc.ca/news/canada/manitoba/comedy-club-defneds-booking-comedian-1.5308512,-0.73298429319371,0.0,Business_Ethics
1024,2019-10-07,https://www.forexcrunch.com/us-treasury-secretary-mnuchin-says-libra-is-falling-apart-due-to-regulatory-concerns-as-booking-com-owner-departs/,-2.30414746543779,12.0,Management_Of_Legal_And_Regulatory_Framework
1025,2019-10-11,https://ftnnews.com/tours/38000-booking-com-top-travel-trends-for-2020,4.52143276570758,3.0,Business_Model_Resilience
1026,2019-10-12,https://standardmedia.co.ke/business/article/2001343337/nakuru-hotel-gets-global-recognition-from-booking-com,5.6980056980057,3.0,Business_Model_Resilience
1027,2019-10-14,https://www.cbsnews.com/news/facebook-libra-loses-kayak-priceline-booking-com-as-partners-in-controversial-digital-currency-project/,-1.15131578947368,12.0,Management_Of_Legal_And_Regulatory_Framework
1028,2019-10-14,https://www.bangkokpost.com/travel/1771574/booking-com-2020-travels-bode-well-for-environment,4.62724935732648,9.0,Employee_Health_And_Safety
1029,2019-10-15,http://www.ttgasia.com/2019/10/15/slow-travel-all-amusive-escapes-and-grand-getaways-among-2020-trends-booking-com/,3.57751277683134,3.0,Business_Model_Resilience
1030,2019-10-18,https://www.dailysabah.com/tourism/2019/10/18/turkish-court-sets-conditions-to-lift-bookingcom-ban,-6.25,4.0,Competitive_Behavior
1031,2019-10-20,https://skift.com/2019/10/20/booking-coms-european-flight-partnership-and-16-other-top-digital-stories-this-week/,1.23595505617978,18.0,Systemic_Risk_Management
1032,2019-10-25,https://qz.com/india/1734879/booking-com-says-indians-love-staycations-weekend-getaways/,0.6081498749312171,3.0,Business_Model_Resilience
1033,2019-10-29,https://www.traveldailymedia.com/addicted-to-tokyo-booking-com-unveils-bespoke-room-showcasing-japanese-pop-culture/,2.3225687054686697,8.0,Employee_Engagement_Inclusion_And_Diversity
1034,2019-10-29,https://www.ibtimes.sg/grab-rides-now-available-across-southeast-asia-through-booking-com-app-33651,3.59712230215828,1.0,Data_Security
1035,2019-10-30,https://www.traveldailymedia.com/now-grab-a-ride-across-southeast-asia-through-booking-com-app/,3.4364261168384904,15.0,Product_Design_And_Lifecycle_Management
1036,2019-10-30,https://www.ttgasia.com/2019/10/30/grab-offers-ride-hailing-services-through-booking-com-app/,2.01863354037267,22.0,Customer_Privacy
1037,2019-10-31,https://www.finanznachrichten.de/nachrichten-2019-10/48050020-holiday-booking-company-ezystayz-to-offer-lower-fees-by-integrating-blockchain-technology-008.htm,2.52253071189258,4.0,Competitive_Behavior
1038,2019-11-01,https://ftnnews.com/tours/38137-booking-com-launches-ride-hailing-service-with-grab,3.5935563816604703,1.0,Data_Security
1039,2019-11-02,https://ftnnews.com/mice/38142-booking-com-focuses-on-female-technologists-at-this-year-s-web-summit,7.256894049346879,8.0,Employee_Engagement_Inclusion_And_Diversity
1040,2019-11-02,https://www.booking.com/hotel/us/ace-new-orleans.en-gb.html,6.34920634920635,0.0,Business_Ethics
1041,2019-11-08,https://www.reuters.com/article/us-usa-court-booking-hldg/u-s-supreme-court-to-consider-blocking-booking-com-trademark-idUSKBN1XI2B6,4.14988768933054,4.0,Competitive_Behavior
1042,2019-11-08,https://www.courthousenews.com/booking-com-trademark-case-taken-up-by-high-court/,2.2508038585209,4.0,Competitive_Behavior
1044,2019-11-11,https://www.jurist.org/news/2019/11/supreme-court-set-to-hear-case-over-booking-com-trademark-registration/,0.4237288135593199,4.0,Competitive_Behavior
1045,2019-11-12,https://www.mediapost.com/publications/article/343164/supreme-court-to-decide-whether-bookingcom-can-tr.html,1.85185185185185,4.0,Competitive_Behavior
1047,2019-11-13,https://skift.com/2019/11/13/booking-com-heads-to-u-s-supreme-court-for-trademark-test/,0.0,4.0,Competitive_Behavior
1048,2019-11-19,https://www.bizbash.com:443/bizbash-lists/brands-people/article/21095943/bizbashs-innovative-event-brands-bookingcom,2.97520661157025,1.0,Data_Security
1049,2019-11-25,http://mondaq.com/unitedstates/x/867438/Trademark/USPTO+V+BookingCom+Can+Two+Generics+Make+A+Trademark,0.4573170731707299,4.0,Competitive_Behavior
1050,2019-11-29,https://www.birminghammail.co.uk/whats-on/shopping/bookingcom-black-friday-sale-now-17334932,1.01010101010101,4.0,Competitive_Behavior
1051,2019-12-02,https://www.trazeetravel.com/booking-com-introduces-flight-booking-options-in-europe/,1.46341463414634,12.0,Management_Of_Legal_And_Regulatory_Framework
1053,2019-12-20,https://www.brusselstimes.com/all-news/belgium-all-news/85052/booking-com-to-communicate-more-transparently-about-available-accommodation-offers-hotels-consumer-affairs-didier-reynders-vacation-booking-holidays/,0.97799511002445,4.0,Competitive_Behavior
1054,2019-12-22,https://www.eubusiness.com/news-eu/booking-com-eu.20ek,0.91533180778032,4.0,Competitive_Behavior
1055,2019-12-23,https://www.europa-nu.nl/id/vl4obsaf6qsl/nieuws/booking_com_commits_to_align_practices,1.2012012012012,4.0,Competitive_Behavior
1057,2019-12-30,http://www.1prime.biz/news/_Antitrust_opens_case_against_Bookingcom_for_request_of_best_price/0/%7BFEE25F5B-7089-483A-8340-6B01284931D7%7D.uif,3.47222222222223,0.0,Business_Ethics
1058,2019-12-31,https://www.engadget.com/2019/12/31/russia-fas-antitrust-investigation-booking-com/,-1.05359105694456,4.0,Competitive_Behavior
1059,2020-01-07,https://www.mediapost.com/publications/article/345396/patent-and-trademark-office-battles-bookingcom-ov.html,0.2247191011236,4.0,Competitive_Behavior
1060,2020-01-08,https://www.cbc.ca/news/canada/calgary/banff-camping-online-booking-complaints-reservation-system-parks-canada-1.5419186,-3.82165605095541,11.0,Labor_Practices
1061,2020-01-09,https://www.adweek.com/brand-marketing/booking-com-pop-up-resort-inspired-by-2020-resolutions/,3.05555555555556,3.0,Business_Model_Resilience
1062,2020-01-13,https://www.mediapost.com/publications/article/345633/bookingcom-trademark-would-harm-competition-eff.html,-3.09859154929578,4.0,Competitive_Behavior
1064,2020-01-16,https://www.ttrweekly.com/site/2020/01/booking-com-spotlights-the-best/,9.97679814385151,2.0,Access_And_Affordability
1065,2020-01-16,https://sg.news.yahoo.com/italy-remains-much-lauded-destination-booking-com-194156420.html,8.33477633477633,19.0,Waste_And_Hazardous_Materials_Management
1066,2020-01-22,https://www.rte.ie/news/business/2020/0122/1110039-davos-sustainable-travel-key-focus-for-booking-com/,-0.51679586563308,12.0,Management_Of_Legal_And_Regulatory_Framework
1067,2020-01-31,https://www.salisburyjournal.co.uk/news/18199949.swan-near-salisbury-blames-booking-com-closure/,-2.66272189349113,18.0,Systemic_Risk_Management
1068,2020-02-03,https://www.salisburyjournal.co.uk/news/18206222.bell-inn-south-newton-fearing-closure-booking-coms-change-policy/,-2.05128205128205,6.0,Customer_Welfare
1069,2020-02-05,https://www.ttgasia.com/2020/02/05/booking-com-dangles-new-edition-of-support-and-funding-for-developers-of-sustainable-accommodation-solutions/,10.6164383561643,15.0,Product_Design_And_Lifecycle_Management
1070,2020-02-07,https://www.morningadvertiser.co.uk/Article/2020/02/07/Booking-com-Salisbury-pubs,-1.78306092124814,4.0,Competitive_Behavior
1071,2020-02-13,https://www.ttgasia.com/2020/02/13/booking-com-tops-siteminders-2019-ranking-of-hotel-booking-revenue-makers-in-asia/,2.7272727272727204,4.0,Competitive_Behavior
1072,2020-02-19,http://www.ttgasia.com/2020/02/19/booking-com-names-finalists-for-its-2020-technology-playmaker-awards/,6.633270976235019,8.0,Employee_Engagement_Inclusion_And_Diversity
1073,2020-02-20,https://skift.com/2020/02/20/skift-forum-europe-preview-booking-coms-top-marketing-exec-vows-to-unify-messaging/,1.7821782178217802,3.0,Business_Model_Resilience
1074,2020-03-03,https://www.dailymail.co.uk/travel/travel_news/article-8065257/Online-hotel-booking-sites-booking-com-not-deliver-bargain-prices-finds-study.html,1.56537753222836,4.0,Competitive_Behavior
1075,2020-03-03,https://www.ttgasia.com/2020/03/03/international-womens-day-saluting-tourisms-leading-ladies-ritu-mehrotra-country-manager-india-sri-lanka-and-maldives-booking-com/,6.143790849673199,8.0,Employee_Engagement_Inclusion_And_Diversity
1076,2020-03-03,https://www.yourmoney.com/household-bills/hotel-rooms-are-cheaper-when-booked-directly-rather-than-on-sites-like-booking-com/?ac=15&as=167,0.163398692810455,4.0,Competitive_Behavior
1077,2020-03-09,https://www.thenational.scot/news/18292671.tourist-mistakes-tablet-bar-soap-hilarious-booking-com-review/,1.91693290734824,20.0,Water_And_Wastewater_Management
1078,2020-03-15,https://www.worldipreview.com/news/scotus-to-hear-booking-com-arguments-over-teleconference-19535,-2.4390243902439104,1.0,Data_Security
1079,2020-03-16,https://www.theolivepress.es/spain-news/2020/03/16/booking-com-advising-guests-to-cancel-their-bookings-in-spain-due-to-coronavirus/,-1.44230769230769,12.0,Management_Of_Legal_And_Regulatory_Framework
1080,2020-03-20,https://www.booking.com/hotel/au/swissotel-sydney.en-gb.html,4.089219330855021,0.0,Business_Ethics
1081,2020-04-01,https://www.asiaone.com/asia/hong-kong-watchdogs-probe-triggers-pledge-bookingcom-expediacom-and-tripcom-drop-contract,-0.5263157894736901,4.0,Competitive_Behavior
1082,2020-04-16,https://www.dutchnews.nl/news/2020/04/booking-com-applies-for-help-to-pay-salaries-is-grateful-for-support/,2.8673835125448,11.0,Labor_Practices
1083,2020-04-18,https://www.heraldscotland.com/news/18388352.coronavirus-highlands-mps-label-booking-com-irresponsible-allowing-reservations/,-2.48756218905473,5.0,Critical_Incident_Risk_Management
1084,2020-04-18,https://www.thenational.scot/news/18389192.booking-com-irresponsible-still-taking-scots-reservations/,-2.40295748613678,9.0,Employee_Health_And_Safety
1085,2020-04-23,https://www.ttgasia.com/2020/04/23/booking-com-unveils-positive-trends-in-sustainable-travel-among-indians/,3.31262939958592,15.0,Product_Design_And_Lifecycle_Management
1086,2020-04-28,https://www.reuters.com/article/us-booking-hldg-hungary/hungary-fines-booking-com-operator-6-1-million-pounds-for-unfair-practices-idUSKCN22A3AZ,-3.20501969082467,0.0,Business_Ethics
1087,2020-04-29,https://www.thestar.com.my/tech/tech-news/2020/04/29/hungary-fines-aggressive-bookingcom-7mil,-5.44554455445544,4.0,Competitive_Behavior
1088,2020-04-29,https://bbj.hu/business/competition-office-fines-bookingcom-operator-huf-25-bln_182075,-4.17763157894737,4.0,Competitive_Behavior
1089,2020-04-29,https://www.macaubusiness.com/hungary-fines-aggressive-booking-com-7-mn-euros/,-5.5,4.0,Competitive_Behavior
1090,2020-04-29,https://www.thejakartapost.com/travel/2020/04/29/hungary-fines-aggressive-bookingcom-7-million-euros.html,-5.52995391705069,4.0,Competitive_Behavior
1091,2020-05-01,https://learning.inta.org/products/bookingcom-a-closer-look,-1.03896103896104,4.0,Competitive_Behavior
1092,2020-05-03,https://www.enca.com/business/aggressive-bookingcom-fined-7mn-euros,-5.58375634517766,4.0,Competitive_Behavior
1093,2020-05-04,https://www.washingtonpost.com/politics/courts_law/supreme-court-teleconference-hearings-bookingcom/2020/05/03/f5902bd6-8d76-11ea-a9c0-73b93422d691_story.html,-0.4016064257028199,12.0,Management_Of_Legal_And_Regulatory_Framework
1094,2020-05-04,https://qz.com/1850638/booking-com-scotus-case-about-internets-future-argued-by-phone/,-2.35798499464094,12.0,Management_Of_Legal_And_Regulatory_Framework
1095,2020-05-04,https://skift.com/2020/05/04/booking-com-sets-u-s-supreme-court-precedent-its-case-will-be-first-livestreamed-oral-arguments/,-1.97841726618705,12.0,Management_Of_Legal_And_Regulatory_Framework
1096,2020-05-08,https://www.ipwatchdog.com/2020/05/08/barks-bites-friday-may-8-cafc-denies-ptab-appeals-arthrex-uspto-launches-covid-19-priority-pilot-scotus-hears-booking-com-arguments/id=121503/,-1.00401606425703,4.0,Competitive_Behavior
1097,2020-05-10,https://www.reuters.com/article/us-booking-hldg-hungary/hungary-fines-bookingcom-operator-61-million-pounds-for-unfair-practices-idUSKCN22A3AZ,-2.77777777777778,0.0,Business_Ethics
1098,2020-05-19,https://www.adgully.com/booking-com-reveals-the-top-travel-dreams-of-a-nation-in-waiting-93143.html,3.0465949820788505,18.0,Systemic_Risk_Management
1099,2020-05-20,https://www.businessinsider.in/insider-picks/news/the-10-places-people-most-want-to-visit-in-the-us-once-travel-can-resume-according-to-booking-com/slidelist/75837586.cms,2.2892209996050097,8.0,Employee_Engagement_Inclusion_And_Diversity
1100,2020-05-20,https://www.afaqs.com/companies/bookingcom-reveals-the-top-travel-dreams-of-a-nation-in-waiting,3.0741410488245897,9.0,Employee_Health_And_Safety
1101,2020-05-21,https://www.theolivepress.es/spain-news/2020/05/20/expat-hotel-owner-in-spain-calls-for-boycott-of-booking-com-and-airbnb-after-they-leave-thousands-of-clients-in-dire-straits-during-the-covid-crisis/,3.07692307692307,0.0,Business_Ethics
1102,2020-05-23,https://www.theolivepress.es/spain-news/2020/05/20/expat-hotel-owner-in-spain-calls-for-boycott-of-booking-com-and-airbnb-after-they-leave-thousands-of-clients-in-dire-straits-during-the-covid-crisis/comment-page-1/,-3.49907918968692,0.0,Business_Ethics
1103,2020-05-28,https://www.booking.com/articles/must-visit-national-parks-in-the-us.html,5.6786703601108,2.0,Access_And_Affordability
1105,2020-06-02,https://skift.com/2020/06/02/booking-com-extends-chairwoman-gillian-tans-contract-to-2021-in-surprise-move/,-0.1386962552011099,11.0,Labor_Practices
1106,2020-06-11,https://skift.com/2020/06/11/booking-com-terminates-contracts-with-tours-and-attractions-operators/,-0.15346665160245,4.0,Competitive_Behavior
1107,2020-06-16,http://www.travelbizmonitor.com/Top-Stories/bookingcom-offers-5-cashback-credit-by-extending-its-wish-list-campaign-till-june-30-52666,7.434944237918219,22.0,Customer_Privacy
1108,2020-06-22,https://www.prolificnorth.co.uk/news/tech-news/2020/06/ukfast-appoints-bookingcoms-brown-new-ceo,-0.81521739130435,0.0,Business_Ethics
1109,2020-06-25,https://timesofindia.indiatimes.com/auto/cars/2020-honda-city-booking-commences-launch-in-mid-july/articleshow/76623377.cms,4.646411835327831,15.0,Product_Design_And_Lifecycle_Management
1112,2020-06-30,https://www.courthousenews.com/high-court-oks-trademark-protection-for-booking-com/,0.7092198581560301,4.0,Competitive_Behavior
1113,2020-06-30,https://www.reuters.com/article/us-usa-court-booking/not-a-generic-name-booking-com-wins-trademark-fight-at-u-s-supreme-court-idUSKBN2412EG,1.88284518828452,4.0,Competitive_Behavior
1115,2020-06-30,https://uk.reuters.com/article/us-usa-court-booking/booking-com-wins-at-u-s-supreme-court-in-bid-to-trademark-its-name-idUKKBN2412EG,2.4542241042133,4.0,Competitive_Behavior
1116,2020-06-30,https://www.theglobeandmail.com/business/international-business/us-business/article-bookingcom-wins-us-supreme-court-battle-to-trademark-its-name/,2.07612456747405,18.0,Systemic_Risk_Management
1117,2020-07-01,https://www.engadget.com/supreme-court-bookingcom-trademark-151505520.html,1.3340212264151,4.0,Competitive_Behavior
1118,2020-07-01,https://www.natlawreview.com/article/supreme-court-upholds-bookingcom-trademark-registration,-0.0672750487580207,4.0,Competitive_Behavior
1119,2020-07-01,https://lawstreetmedia.com/tech/booking-com-trademark-not-generic-scotus-rules/,-0.6837606837606801,4.0,Competitive_Behavior
1120,2020-07-01,https://www.thestar.com.my/tech/tech-news/2020/07/01/bookingcom-wins-at-us-supreme-court-in-bid-to-trademark-its-name,2.41691842900302,4.0,Competitive_Behavior
1121,2020-07-01,https://www.thejakartapost.com/travel/2020/07/01/not-a-generic-name-bookingcom-wins-trademark-fight-at-us-supreme-court.html,1.43464192429145,4.0,Competitive_Behavior
1122,2020-07-01,https://finance.yahoo.com/news/booking-com-wins-u-supreme-141658996.html,1.54185022026432,18.0,Systemic_Risk_Management
1123,2020-07-01,https://www.worldipreview.com/news/booking-com-floodgates-open-19827,1.21951219512195,1.0,Data_Security
1124,2020-07-01,https://www.natlawreview.com/article/us-supreme-court-allows-bookingcom-to-trademark-its-domain-name,0.8752107142715071,4.0,Competitive_Behavior
1125,2020-07-01,https://www.inta.org/inta-statement-on-u-s-supreme-court-ruling-in-united-states-patent-and-trademark-office-v-booking-com/,-1.33333333333333,4.0,Competitive_Behavior
1126,2020-07-02,https://www.aei.org/technology-and-innovation/supreme-courts-booking-com-trademark-ruling-adds-wrinkle-to-generic-trademark-debate/,1.29124820659971,4.0,Competitive_Behavior
1127,2020-07-02,https://www.natlawreview.com/article/bookingcom-secures-key-trademark-win-supreme-court-internet-domain-name-marks-aren-t,-3.4750641556304105,4.0,Competitive_Behavior
1128,2020-07-03,https://www.jdsupra.com/legalnews/u-s-supreme-court-allows-booking-com-to-42562/,1.80658873538789,4.0,Competitive_Behavior
1129,2020-07-03,https://www.managingip.com/article/b1mbfhcqcdc6yx/this-week-in-ip-bookingcom-victory-epo-report-skykick-saga,2.92728989612843,4.0,Competitive_Behavior
1130,2020-07-05,https://www.ipwatchdog.com/2020/07/05/supreme-courts-booking-com-ruling-signals-uptick-registration-generic-com-marks/id=123072/,-0.10400416016641,4.0,Competitive_Behavior
1131,2020-07-06,https://abovethelaw.com/2020/07/when-generic-isnt-generic-why-the-booking-com-scotus-ruling-is-not-that-big-a-deal/,1.2239136003829,4.0,Competitive_Behavior
1132,2020-07-07,https://www.jdsupra.com/legalnews/booking-com-not-generic-supreme-court-11302/,-1.4347264808936298,4.0,Competitive_Behavior
1133,2020-07-07,https://www.jdsupra.com/legalnews/booking-com-secures-key-trademark-win-78913/,2.0042194092827,4.0,Competitive_Behavior
1134,2020-07-07,https://www.jdsupra.com/legalnews/supreme-court-finds-booking-com-20756/,-0.2985074626865699,4.0,Competitive_Behavior
