N_label,AvgTone
2.0,76.16431187859757
0.0,20.965204356902145
3.0,65.37300424739476
4.0,46.94295563017917
5.0,55.699088145896646
22.0,62.35892706469995
6.0,69.0453214636595
1.0,80.37199006254667
8.0,63.787606069369154
9.0,25.38312772052346
11.0,66.99275899915132
12.0,56.37505128081132
15.0,81.23150023368126
18.0,56.06528556322059
