Date,AvgTone
2015-01-31,54.639327854119365
2015-02-28,53.421456874972094
2015-03-31,52.04981775949434
2015-04-30,51.72257358064426
2015-05-31,51.17017099509599
2015-06-30,50.690998687220514
2015-07-31,50.73719020869499
2015-08-31,50.53583901681725
2015-09-30,50.45372559752954
2015-10-31,50.43371562230709
2015-11-30,50.11372245952325
2015-12-31,49.89010593354427
2016-01-31,49.61290664707982
2016-02-29,49.610519609402125
2016-03-31,49.70879705226148
2016-04-30,49.892059770245645
2016-05-31,49.87173624344205
2016-06-30,49.57866256259007
2016-07-31,49.41703687606065
2016-08-31,49.52536125700866
2016-09-30,49.355236166818976
2016-10-31,49.407752092281996
2016-11-30,49.45737804689595
2016-12-31,49.61409976684622
2017-01-31,49.570301454704214
2017-02-28,49.70160691186345
2017-03-31,49.971196181746194
2017-04-30,50.192397302274514
2017-05-31,50.27841266086421
2017-06-30,50.36021119699
2017-07-31,50.14021847998561
2017-08-31,49.89455838156557
2017-09-30,49.92821582890879
2017-10-31,49.8742661308159
2017-11-30,49.95721673360243
2017-12-31,50.02660383441522
2018-01-31,50.1524388518344
2018-02-28,50.061724134161565
2018-03-31,50.183461798532946
2018-04-30,50.20821182065256
2018-05-31,50.07307155848779
2018-06-30,50.14423438727707
2018-07-31,49.982776043962495
2018-08-31,49.935246008001414
2018-09-30,49.587018065784335
2018-10-31,49.567872232185174
2018-11-30,48.84805995430827
2018-12-31,48.80054308141957
2019-01-31,48.91784560875362
2019-02-28,49.02390300978714
2019-03-31,48.771797065860284
2019-04-30,49.073272445748096
2019-05-31,49.260297624873566
2019-06-30,49.53658152305369
2019-07-31,49.643943981395836
2019-08-31,49.75860375911847
2019-09-30,49.99536321066512
2019-10-31,50.18393493429788
2019-11-30,49.70955789373267
2019-12-31,49.62308894612467
2020-01-31,49.94283666629891
2020-02-29,49.45048859827698
2020-03-31,49.52322616255522
2020-04-30,49.62448607807417
2020-05-31,49.780198913263995
2020-06-30,49.87715380688455
2020-07-31,50.145248623024564
2020-08-31,50.09260862011655
2020-09-30,50.331975853287766
2020-10-31,50.09244819561835
2020-11-30,50.033760469645784
2020-12-31,50.11958324909073
2021-01-31,49.897865573598736
