Date,AvgTone
2015-01-31,55.495110056986356
2015-02-28,54.7938904085242
2015-03-31,53.37490800299052
2015-04-30,51.98320383073138
2015-05-31,50.50722232246404
2015-06-30,50.74484246666486
2015-07-31,50.61987762338761
2015-08-31,50.78339718018675
2015-09-30,50.70257026691514
2015-10-31,51.13288107502228
2015-11-30,50.30339021168039
2015-12-31,48.72706314902076
2016-01-31,48.761736390866645
2016-02-29,49.172131514609745
2016-03-31,49.622603378712455
2016-04-30,50.09012588990846
2016-05-31,50.326388150153676
2016-06-30,49.839665675251766
2016-07-31,49.16775983598401
2016-08-31,49.2964179706813
2016-09-30,48.84743919150394
2016-10-31,49.29607997728906
2016-11-30,49.2985704994937
2016-12-31,49.64914782106917
2017-01-31,49.472503316703055
2017-02-28,49.18789235831924
2017-03-31,49.65683512289835
2017-04-30,50.61767961085085
2017-05-31,50.65846356941244
2017-06-30,50.183055046855586
2017-07-31,49.96733055982624
2017-08-31,49.8099414107009
2017-09-30,49.423517599146344
2017-10-31,48.928662152686286
2017-11-30,49.06187154558476
2017-12-31,49.70050476707943
2018-01-31,49.7864637440774
2018-02-28,49.50909274673162
2018-03-31,49.42307187555853
2018-04-30,49.10682324046291
2018-05-31,48.872708144213576
2018-06-30,49.225796095021785
2018-07-31,49.40411287745605
2018-08-31,50.00234668161864
2018-09-30,49.29335930524009
2018-10-31,49.967008177124356
2018-11-30,49.11351906015322
2018-12-31,49.13881328479359
2019-01-31,49.38029872142519
2019-02-28,49.494940675567165
2019-03-31,50.86568938855994
2019-04-30,51.15129120320745
2019-05-31,50.99658137750923
2019-06-30,50.73758391286036
2019-07-31,50.99719668482469
2019-08-31,51.01921195355813
2019-09-30,51.318672350135955
2019-10-31,51.38508644486523
2019-11-30,51.22424742356361
2019-12-31,51.346987483853134
2020-01-31,51.08547076209261
2020-02-29,50.76137763870243
2020-03-31,50.44287211763371
2020-04-30,50.10946268486963
2020-05-31,50.720741331895674
2020-06-30,50.35414745959985
2020-07-31,50.446242430898884
2020-08-31,50.41086892680941
2020-09-30,51.42209056427208
2020-10-31,50.832114150503486
2020-11-30,52.23014944122996
2020-12-31,51.71048596962824
2021-01-31,52.740190699410455
